sale_date,product_id,total_items_sold,total_revenue
2025-07-22,44,63,5160.00
2025-07-22,20,31,3590.00
2025-07-22,16,17,2640.00
2025-07-22,18,9,1375.00
2025-07-22,46,8,1070.00
2025-07-22,19,3,470.00
2025-07-22,4,7,455.00
2025-07-22,37,6,390.00
2025-07-22,7,3,345.00
2025-07-22,39,2,255.00
2025-07-22,38,3,255.00
2025-07-22,5,2,170.00
2025-07-22,6,1,115.00
2025-07-21,1,816,53535.00
2025-07-21,2,244,20920.00
2025-07-21,17,63,7345.00
2025-07-21,3,57,6730.00
2025-07-21,15,56,6640.00
2025-07-21,44,72,6040.00
2025-07-21,45,54,5450.00
2025-07-21,16,25,3800.00
2025-07-21,20,31,3590.00
2025-07-21,18,21,3150.00
2025-07-21,46,11,1460.00
2025-07-21,19,8,1230.00
2025-07-21,7,8,1020.00
2025-07-21,5,9,765.00
2025-07-21,37,10,650.00
2025-07-21,6,3,345.00
2025-07-21,4,4,275.00
2025-07-21,39,2,230.00
2025-07-21,38,1,85.00
2025-07-20,1,1017,66555.00
2025-07-20,2,359,31135.00
2025-07-20,17,102,12055.00
2025-07-20,3,85,9950.00
2025-07-20,15,72,8455.00
2025-07-20,44,97,7920.00
2025-07-20,45,65,6625.00
2025-07-20,20,41,4815.00
2025-07-20,18,29,4415.00
2025-07-20,16,22,3330.00
2025-07-20,46,13,1690.00
2025-07-20,19,10,1485.00
2025-07-20,37,13,860.00
2025-07-20,7,6,765.00
2025-07-20,6,5,575.00
2025-07-20,5,6,510.00
2025-07-20,38,3,275.00
2025-07-20,4,3,195.00
2025-07-20,39,1,115.00
2025-07-19,1,854,55870.00
2025-07-19,2,295,25275.00
2025-07-19,17,84,9835.00
2025-07-19,15,81,9565.00
2025-07-19,45,74,7575.00
2025-07-19,44,84,6880.00
2025-07-19,3,45,5350.00
2025-07-19,20,33,3820.00
2025-07-19,16,23,3510.00
2025-07-19,46,19,2650.00
2025-07-19,18,12,1880.00
2025-07-19,19,8,1160.00
2025-07-19,7,5,650.00
2025-07-19,37,8,535.00
2025-07-19,38,6,510.00
2025-07-19,4,7,470.00
2025-07-19,5,3,295.00
2025-07-19,8,1,145.00
2025-07-18,1,680,44530.00
2025-07-18,2,229,19585.00
2025-07-18,15,68,8170.00
2025-07-18,45,57,5850.00
2025-07-18,44,66,5340.00
2025-07-18,17,42,4880.00
2025-07-18,3,31,3665.00
2025-07-18,20,29,3385.00
2025-07-18,16,22,3330.00
2025-07-18,46,15,2130.00
2025-07-18,18,13,1920.00
2025-07-18,37,14,925.00
2025-07-18,4,10,650.00
2025-07-18,38,5,445.00
2025-07-18,6,3,345.00
2025-07-18,19,2,290.00
2025-07-18,5,2,170.00
2025-07-18,7,1,115.00
2025-07-17,1,648,42435.00
2025-07-17,2,239,20575.00
2025-07-17,15,49,5960.00
2025-07-17,17,50,5850.00
2025-07-17,3,46,5390.00
2025-07-17,44,60,4900.00
2025-07-17,45,41,4175.00
2025-07-17,20,24,2885.00
2025-07-17,16,17,2605.00
2025-07-17,18,13,1920.00
2025-07-17,46,12,1740.00
2025-07-17,7,5,675.00
2025-07-17,38,5,465.00
2025-07-17,5,3,275.00
2025-07-17,4,3,195.00
2025-07-17,19,1,145.00
2025-07-17,39,1,140.00
2025-07-17,37,1,65.00
2025-07-16,1,930,61095.00
2025-07-16,2,208,17820.00
2025-07-16,17,81,9665.00
2025-07-16,15,75,9125.00
2025-07-16,45,69,7050.00
2025-07-16,44,72,5960.00
2025-07-16,3,45,5325.00
2025-07-16,18,21,3290.00
2025-07-16,20,23,2795.00
2025-07-16,46,12,1740.00
2025-07-16,16,10,1450.00
2025-07-16,7,7,905.00
2025-07-16,19,6,870.00
2025-07-16,4,10,665.00
2025-07-16,37,9,615.00
2025-07-16,39,4,535.00
2025-07-16,8,2,290.00
2025-07-16,5,3,275.00
2025-07-16,6,1,115.00
2025-07-16,38,1,85.00
2025-07-15,1,662,43180.00
2025-07-15,2,233,20285.00
2025-07-15,17,64,7435.00
2025-07-15,15,57,6930.00
2025-07-15,45,63,6425.00
2025-07-15,44,75,6420.00
2025-07-15,3,37,4280.00
2025-07-15,18,17,2465.00
2025-07-15,16,15,2245.00
2025-07-15,46,10,1360.00
2025-07-15,20,10,1175.00
2025-07-15,5,6,510.00
2025-07-15,37,6,405.00
2025-07-15,7,3,370.00
2025-07-15,19,2,290.00
2025-07-15,38,3,255.00
2025-07-15,8,1,145.00
2025-07-15,6,1,115.00
2025-07-15,4,1,65.00
2025-07-14,1,872,56995.00
2025-07-14,2,344,29420.00
2025-07-14,15,81,9840.00
2025-07-14,17,83,9695.00
2025-07-14,44,88,7540.00
2025-07-14,3,60,7000.00
2025-07-14,45,60,6125.00
2025-07-14,20,42,4980.00
2025-07-14,16,23,3475.00
2025-07-14,18,23,3475.00
2025-07-14,46,12,1650.00
2025-07-14,19,7,1085.00
2025-07-14,7,7,880.00
2025-07-14,37,12,810.00
2025-07-14,4,7,455.00
2025-07-14,38,4,340.00
2025-07-14,5,3,255.00
2025-07-14,39,2,255.00
2025-07-14,8,1,145.00
2025-07-14,6,1,115.00
2025-07-13,1,1106,72565.00
2025-07-13,2,370,31770.00
2025-07-13,17,117,13655.00
2025-07-13,15,91,10790.00
2025-07-13,45,93,9725.00
2025-07-13,44,108,8980.00
2025-07-13,3,65,7600.00
2025-07-13,20,51,6140.00
2025-07-13,18,36,5570.00
2025-07-13,46,18,2460.00
2025-07-13,16,16,2425.00
2025-07-13,37,11,820.00
2025-07-13,19,5,725.00
2025-07-13,38,8,720.00
2025-07-13,7,5,600.00
2025-07-13,4,6,405.00
2025-07-13,5,4,340.00
2025-07-13,8,2,290.00
2025-07-13,39,2,230.00
2025-07-12,1,1337,87595.00
2025-07-12,2,408,35380.00
2025-07-12,17,123,14520.00
2025-07-12,15,111,12990.00
2025-07-12,44,127,10420.00
2025-07-12,45,95,9825.00
2025-07-12,3,83,9645.00
2025-07-12,20,52,6005.00
2025-07-12,16,34,5140.00
2025-07-12,18,24,3655.00
2025-07-12,46,24,3180.00
2025-07-12,19,7,1050.00
2025-07-12,4,15,1005.00
2025-07-12,5,9,765.00
2025-07-12,7,6,765.00
2025-07-12,37,10,665.00
2025-07-12,8,3,435.00
2025-07-12,38,4,340.00
2025-07-12,6,2,280.00
2025-07-12,39,1,115.00
2025-07-11,1,799,52220.00
2025-07-11,2,295,25375.00
2025-07-11,15,93,10945.00
2025-07-11,17,74,8610.00
2025-07-11,44,106,8580.00
2025-07-11,45,65,6700.00
2025-07-11,3,56,6615.00
2025-07-11,20,28,3245.00
2025-07-11,16,18,2680.00
2025-07-11,18,15,2245.00
2025-07-11,46,11,1460.00
2025-07-11,19,9,1410.00
2025-07-11,7,4,460.00
2025-07-11,39,4,460.00
2025-07-11,37,7,455.00
2025-07-11,5,4,340.00
2025-07-11,38,4,340.00
2025-07-11,4,3,195.00
2025-07-11,8,1,145.00
2025-07-10,1,809,52960.00
2025-07-10,2,261,22725.00
2025-07-10,17,81,9565.00
2025-07-10,44,95,7800.00
2025-07-10,15,66,7790.00
2025-07-10,45,73,7450.00
2025-07-10,3,48,5695.00
2025-07-10,18,23,3510.00
2025-07-10,20,26,3015.00
2025-07-10,16,16,2390.00
2025-07-10,46,10,1330.00
2025-07-10,19,6,1010.00
2025-07-10,5,7,615.00
2025-07-10,4,9,600.00
2025-07-10,37,9,585.00
2025-07-10,8,3,505.00
2025-07-10,7,3,370.00
2025-07-10,38,4,340.00
2025-07-10,6,1,115.00
2025-07-09,1,1102,72080.00
2025-07-09,2,355,30455.00
2025-07-09,17,113,13320.00
2025-07-09,45,100,10125.00
2025-07-09,15,65,7675.00
2025-07-09,3,65,7625.00
2025-07-09,44,82,6640.00
2025-07-09,20,28,3270.00
2025-07-09,16,21,3220.00
2025-07-09,18,17,2500.00
2025-07-09,7,15,1775.00
2025-07-09,46,10,1330.00
2025-07-09,4,20,1300.00
2025-07-09,19,8,1160.00
2025-07-09,37,10,665.00
2025-07-09,38,5,425.00
2025-07-09,5,4,340.00
2025-07-09,6,2,230.00
2025-07-09,8,1,180.00
2025-07-08,1,961,63095.00
2025-07-08,2,389,33325.00
2025-07-08,17,92,10805.00
2025-07-08,3,89,10385.00
2025-07-08,44,104,8460.00
2025-07-08,45,71,7325.00
2025-07-08,15,56,6740.00
2025-07-08,20,45,5300.00
2025-07-08,16,25,3800.00
2025-07-08,18,19,2755.00
2025-07-08,19,7,1085.00
2025-07-08,46,7,1000.00
2025-07-08,4,15,990.00
2025-07-08,37,10,695.00
2025-07-08,7,5,625.00
2025-07-08,5,4,340.00
2025-07-08,8,2,290.00
2025-07-08,38,3,275.00
2025-07-08,6,2,230.00
2025-07-08,39,1,115.00
2025-07-07,1,941,61585.00
2025-07-07,2,309,26525.00
2025-07-07,17,106,12515.00
2025-07-07,15,87,10480.00
2025-07-07,44,95,7840.00
2025-07-07,3,64,7460.00
2025-07-07,45,65,6625.00
2025-07-07,20,46,5415.00
2025-07-07,16,27,4090.00
2025-07-07,18,22,3190.00
2025-07-07,46,16,2140.00
2025-07-07,37,12,780.00
2025-07-07,4,12,780.00
2025-07-07,7,6,690.00
2025-07-07,19,3,470.00
2025-07-07,5,5,445.00
2025-07-07,38,4,360.00
2025-07-07,6,2,280.00
2025-07-07,39,2,255.00
2025-07-06,1,951,62265.00
2025-07-06,2,369,32265.00
2025-07-06,17,90,10650.00
2025-07-06,3,86,10115.00
2025-07-06,44,114,9420.00
2025-07-06,45,81,8175.00
2025-07-06,15,68,7945.00
2025-07-06,20,39,4585.00
2025-07-06,16,25,3730.00
2025-07-06,46,22,2950.00
2025-07-06,18,18,2785.00
2025-07-06,19,7,1015.00
2025-07-06,7,8,920.00
2025-07-06,37,11,730.00
2025-07-06,38,5,425.00
2025-07-06,5,4,340.00
2025-07-06,4,5,325.00
2025-07-06,8,2,290.00
2025-07-06,6,2,230.00
2025-07-05,1,1295,85315.00
2025-07-05,2,430,37290.00
2025-07-05,17,142,16905.00
2025-07-05,15,121,14515.00
2025-07-05,3,107,12805.00
2025-07-05,45,93,9650.00
2025-07-05,44,103,8420.00
2025-07-05,20,52,6105.00
2025-07-05,18,38,5580.00
2025-07-05,16,21,3150.00
2025-07-05,46,22,3070.00
2025-07-05,7,14,1635.00
2025-07-05,37,13,845.00
2025-07-05,4,11,715.00
2025-07-05,5,7,595.00
2025-07-05,6,4,460.00
2025-07-05,19,3,435.00
2025-07-05,38,4,400.00
2025-07-05,39,3,395.00
2025-07-05,8,1,145.00
2025-07-04,1,917,60205.00
2025-07-04,2,301,25925.00
2025-07-04,15,92,10755.00
2025-07-04,17,83,9620.00
2025-07-04,45,84,8700.00
2025-07-04,3,58,6695.00
2025-07-04,44,81,6640.00
2025-07-04,20,32,3680.00
2025-07-04,16,22,3435.00
2025-07-04,18,22,3330.00
2025-07-04,46,17,2360.00
2025-07-04,19,11,1665.00
2025-07-04,5,7,615.00
2025-07-04,7,4,510.00
2025-07-04,6,4,510.00
2025-07-04,37,7,455.00
2025-07-04,4,6,390.00
2025-07-04,8,2,290.00
2025-07-04,38,2,170.00
2025-07-04,39,1,115.00
2025-07-03,1,818,53485.00
2025-07-03,2,293,25265.00
2025-07-03,17,94,10985.00
2025-07-03,15,76,9265.00
2025-07-03,3,62,7330.00
2025-07-03,45,64,6525.00
2025-07-03,44,77,6320.00
2025-07-03,20,36,4340.00
2025-07-03,18,20,3005.00
2025-07-03,16,12,1985.00
2025-07-03,46,12,1620.00
2025-07-03,19,6,940.00
2025-07-03,8,4,720.00
2025-07-03,38,6,530.00
2025-07-03,37,8,520.00
2025-07-03,7,3,395.00
2025-07-03,39,3,370.00
2025-07-03,4,5,325.00
2025-07-03,6,2,230.00
2025-07-03,5,2,190.00
2025-07-02,1,1021,66890.00
2025-07-02,2,399,34295.00
2025-07-02,15,104,12410.00
2025-07-02,17,93,10770.00
2025-07-02,44,91,7420.00
2025-07-02,3,60,7050.00
2025-07-02,45,65,6625.00
2025-07-02,20,35,4050.00
2025-07-02,16,26,3945.00
2025-07-02,18,22,3260.00
2025-07-02,46,19,2530.00
2025-07-02,19,7,1155.00
2025-07-02,37,13,845.00
2025-07-02,7,7,830.00
2025-07-02,4,10,650.00
2025-07-02,38,6,510.00
2025-07-02,6,3,370.00
2025-07-02,8,2,290.00
2025-07-02,5,2,170.00
2025-07-02,39,1,115.00
2025-07-01,1,899,58810.00
2025-07-01,2,354,30750.00
2025-07-01,17,108,12720.00
2025-07-01,45,83,8475.00
2025-07-01,15,67,8130.00
2025-07-01,3,63,7345.00
2025-07-01,44,82,6820.00
2025-07-01,16,23,3475.00
2025-07-01,20,25,2900.00
2025-07-01,46,18,2460.00
2025-07-01,18,12,1775.00
2025-07-01,5,17,1485.00
2025-07-01,19,6,870.00
2025-07-01,4,9,585.00
2025-07-01,7,4,460.00
2025-07-01,37,6,390.00
2025-07-01,38,3,255.00
2025-07-01,6,2,230.00
2025-07-01,39,2,230.00
2025-07-01,8,1,145.00
2025-06-30,1,692,45415.00
2025-06-30,2,237,20285.00
2025-06-30,15,92,11030.00
2025-06-30,17,84,10010.00
2025-06-30,44,76,6260.00
2025-06-30,45,57,5875.00
2025-06-30,3,46,5440.00
2025-06-30,20,30,3475.00
2025-06-30,16,18,2680.00
2025-06-30,18,18,2610.00
2025-06-30,46,17,2360.00
2025-06-30,7,7,805.00
2025-06-30,8,4,685.00
2025-06-30,19,3,435.00
2025-06-30,39,3,370.00
2025-06-30,37,4,260.00
2025-06-30,38,3,255.00
2025-06-30,6,2,230.00
2025-06-30,4,3,195.00
2025-06-30,5,2,190.00
2025-06-29,1,1295,84520.00
2025-06-29,2,451,38615.00
2025-06-29,15,127,15105.00
2025-06-29,17,125,14700.00
2025-06-29,44,124,10140.00
2025-06-29,45,90,9450.00
2025-06-29,3,67,7855.00
2025-06-29,18,26,3840.00
2025-06-29,20,33,3795.00
2025-06-29,16,21,3115.00
2025-06-29,19,11,1630.00
2025-06-29,46,11,1490.00
2025-06-29,37,12,780.00
2025-06-29,5,7,595.00
2025-06-29,7,4,485.00
2025-06-29,39,4,460.00
2025-06-29,4,7,455.00
2025-06-29,38,5,425.00
2025-06-29,8,1,180.00
2025-06-28,1,1280,83710.00
2025-06-28,2,436,37620.00
2025-06-28,15,142,17055.00
2025-06-28,17,141,16640.00
2025-06-28,44,135,11320.00
2025-06-28,3,96,11115.00
2025-06-28,45,85,8725.00
2025-06-28,16,37,5645.00
2025-06-28,20,45,5350.00
2025-06-28,18,34,5000.00
2025-06-28,46,26,3500.00
2025-06-28,19,10,1520.00
2025-06-28,7,9,1085.00
2025-06-28,37,16,1040.00
2025-06-28,5,8,720.00
2025-06-28,4,7,470.00
2025-06-28,38,4,340.00
2025-06-28,6,2,255.00
2025-06-28,39,1,140.00
2025-06-27,1,857,56275.00
2025-06-27,2,286,24550.00
2025-06-27,17,89,10610.00
2025-06-27,15,75,8875.00
2025-06-27,45,84,8500.00
2025-06-27,44,89,7380.00
2025-06-27,3,54,6410.00
2025-06-27,20,33,3870.00
2025-06-27,16,25,3800.00
2025-06-27,18,21,3325.00
2025-06-27,46,16,2230.00
2025-06-27,19,6,940.00
2025-06-27,37,10,650.00
2025-06-27,7,5,600.00
2025-06-27,38,5,525.00
2025-06-27,4,8,520.00
2025-06-27,6,3,370.00
2025-06-27,5,4,340.00
2025-06-27,8,1,145.00
2025-06-27,39,1,140.00
2025-06-26,1,827,54370.00
2025-06-26,2,347,29875.00
2025-06-26,17,83,9945.00
2025-06-26,3,74,8685.00
2025-06-26,15,66,7815.00
2025-06-26,44,90,7400.00
2025-06-26,45,66,6725.00
2025-06-26,20,41,4865.00
2025-06-26,18,32,4815.00
2025-06-26,16,22,3260.00
2025-06-26,46,19,2590.00
2025-06-26,7,11,1515.00
2025-06-26,19,5,725.00
2025-06-26,6,4,460.00
2025-06-26,4,6,390.00
2025-06-26,38,4,360.00
2025-06-26,37,5,325.00
2025-06-26,5,3,255.00
2025-06-26,39,1,115.00
2025-06-25,1,846,55920.00
2025-06-25,2,349,30025.00
2025-06-25,17,102,12405.00
2025-06-25,15,95,11200.00
2025-06-25,44,105,8740.00
2025-06-25,45,81,8200.00
2025-06-25,3,63,7370.00
2025-06-25,20,34,4010.00
2025-06-25,16,25,3730.00
2025-06-25,18,17,2570.00
2025-06-25,46,12,1650.00
2025-06-25,7,12,1580.00
2025-06-25,4,14,910.00
2025-06-25,19,6,905.00
2025-06-25,5,9,765.00
2025-06-25,37,9,615.00
2025-06-25,8,2,360.00
2025-06-25,6,1,140.00
2025-06-25,38,1,105.00
2025-06-24,1,917,60205.00
2025-06-24,2,301,25905.00
2025-06-24,17,98,11520.00
2025-06-24,15,82,9755.00
2025-06-24,44,101,8420.00
2025-06-24,45,79,8275.00
2025-06-24,3,56,6665.00
2025-06-24,20,37,4280.00
2025-06-24,18,19,2790.00
2025-06-24,16,14,2065.00
2025-06-24,46,10,1330.00
2025-06-24,7,9,1160.00
2025-06-24,19,5,795.00
2025-06-24,4,11,730.00
2025-06-24,38,6,510.00
2025-06-24,37,6,420.00
2025-06-24,5,4,340.00
2025-06-24,8,1,145.00
2025-06-24,6,1,115.00
2025-06-23,1,817,53390.00
2025-06-23,2,326,28130.00
2025-06-23,17,94,10960.00
2025-06-23,3,71,8440.00
2025-06-23,15,67,8005.00
2025-06-23,44,82,6700.00
2025-06-23,45,53,5350.00
2025-06-23,16,30,4595.00
2025-06-23,20,27,3155.00
2025-06-23,18,18,2715.00
2025-06-23,46,16,2110.00
2025-06-23,19,7,1120.00
2025-06-23,7,8,995.00
2025-06-23,5,7,615.00
2025-06-23,38,4,340.00
2025-06-23,37,4,260.00
2025-06-23,39,2,230.00
2025-06-23,4,3,195.00
2025-06-23,8,1,145.00
2025-06-22,1,1263,83235.00
2025-06-22,2,446,38230.00
2025-06-22,15,112,13205.00
2025-06-22,17,109,12785.00
2025-06-22,44,145,11860.00
2025-06-22,45,101,10500.00
2025-06-22,3,63,7295.00
2025-06-22,20,54,6410.00
2025-06-22,16,29,4345.00
2025-06-22,18,22,3295.00
2025-06-22,46,17,2330.00
2025-06-22,7,12,1480.00
2025-06-22,19,8,1230.00
2025-06-22,37,12,780.00
2025-06-22,4,10,665.00
2025-06-22,5,6,550.00
2025-06-22,8,2,325.00
2025-06-22,6,2,230.00
2025-06-22,39,1,115.00
2025-06-22,38,1,85.00
2025-06-21,1,1057,69080.00
2025-06-21,2,421,35905.00
2025-06-21,17,123,14420.00
2025-06-21,15,104,12435.00
2025-06-21,44,124,10080.00
2025-06-21,45,93,9400.00
2025-06-21,3,76,8990.00
2025-06-21,20,60,6950.00
2025-06-21,16,36,5325.00
2025-06-21,18,24,3515.00
2025-06-21,46,13,1840.00
2025-06-21,7,10,1150.00
2025-06-21,4,12,780.00
2025-06-21,5,8,680.00
2025-06-21,37,9,585.00
2025-06-21,38,6,510.00
2025-06-21,19,3,435.00
2025-06-21,8,1,145.00
2025-06-20,1,953,62515.00
2025-06-20,2,329,28465.00
2025-06-20,17,85,10025.00
2025-06-20,15,83,9895.00
2025-06-20,3,72,8380.00
2025-06-20,44,101,8180.00
2025-06-20,45,68,6925.00
2025-06-20,20,43,5045.00
2025-06-20,16,25,3835.00
2025-06-20,18,22,3365.00
2025-06-20,46,17,2300.00
2025-06-20,19,8,1160.00
2025-06-20,37,11,775.00
2025-06-20,39,5,650.00
2025-06-20,8,4,615.00
2025-06-20,5,7,595.00
2025-06-20,38,6,510.00
2025-06-20,7,4,460.00
2025-06-20,4,6,390.00
2025-06-19,1,850,55520.00
2025-06-19,2,228,19600.00
2025-06-19,17,86,10090.00
2025-06-19,15,74,8685.00
2025-06-19,44,95,8080.00
2025-06-19,45,67,6800.00
2025-06-19,3,42,4930.00
2025-06-19,20,38,4470.00
2025-06-19,18,18,2855.00
2025-06-19,46,12,1650.00
2025-06-19,16,11,1595.00
2025-06-19,37,13,860.00
2025-06-19,19,5,795.00
2025-06-19,7,6,690.00
2025-06-19,4,7,455.00
2025-06-19,5,4,380.00
2025-06-19,38,3,275.00
2025-06-19,39,2,255.00
2025-06-19,8,1,180.00
2025-06-19,6,1,140.00
2025-06-18,1,1109,72940.00
2025-06-18,2,366,31470.00
2025-06-18,44,178,15180.00
2025-06-18,17,125,14600.00
2025-06-18,15,101,11915.00
2025-06-18,3,84,9760.00
2025-06-18,45,92,9400.00
2025-06-18,16,27,4020.00
2025-06-18,20,31,3665.00
2025-06-18,18,21,3080.00
2025-06-18,46,12,1620.00
2025-06-18,4,10,665.00
2025-06-18,6,5,575.00
2025-06-18,37,7,500.00
2025-06-18,7,4,485.00
2025-06-18,19,3,435.00
2025-06-18,5,5,425.00
2025-06-18,38,3,255.00
2025-06-18,39,1,115.00
2025-06-17,1,883,58010.00
2025-06-17,2,323,27675.00
2025-06-17,45,100,10350.00
2025-06-17,15,85,10200.00
2025-06-17,17,84,9760.00
2025-06-17,44,86,7040.00
2025-06-17,3,48,5595.00
2025-06-17,20,35,4125.00
2025-06-17,16,24,3655.00
2025-06-17,18,14,2135.00
2025-06-17,46,15,2070.00
2025-06-17,37,17,1105.00
2025-06-17,19,6,870.00
2025-06-17,4,11,715.00
2025-06-17,5,7,595.00
2025-06-17,7,5,575.00
2025-06-17,38,4,340.00
2025-06-17,8,2,290.00
2025-06-17,39,1,115.00
2025-06-17,6,1,115.00
2025-06-16,1,966,63210.00
2025-06-16,2,285,24405.00
2025-06-16,17,85,9900.00
2025-06-16,45,84,8625.00
2025-06-16,44,96,7860.00
2025-06-16,15,59,7060.00
2025-06-16,3,53,6145.00
2025-06-16,20,38,4520.00
2025-06-16,18,21,3115.00
2025-06-16,46,19,2560.00
2025-06-16,16,12,1740.00
2025-06-16,7,11,1265.00
2025-06-16,4,13,845.00
2025-06-16,37,8,520.00
2025-06-16,5,5,465.00
2025-06-16,19,3,435.00
2025-06-16,38,4,340.00
2025-06-16,39,2,255.00
2025-06-15,1,1423,92960.00
2025-06-15,2,395,34195.00
2025-06-15,45,121,12225.00
2025-06-15,17,94,10960.00
2025-06-15,3,93,10870.00
2025-06-15,44,133,10840.00
2025-06-15,15,86,9965.00
2025-06-15,16,34,5210.00
2025-06-15,20,43,4995.00
2025-06-15,18,30,4420.00
2025-06-15,46,22,3010.00
2025-06-15,19,10,1485.00
2025-06-15,38,12,1040.00
2025-06-15,5,12,1020.00
2025-06-15,37,13,845.00
2025-06-15,4,12,810.00
2025-06-15,7,7,805.00
2025-06-15,6,2,255.00
2025-06-15,39,2,230.00
2025-06-15,8,1,145.00
2025-06-14,1,1217,79405.00
2025-06-14,2,494,42310.00
2025-06-14,17,124,14460.00
2025-06-14,3,103,12070.00
2025-06-14,15,98,11470.00
2025-06-14,45,109,10975.00
2025-06-14,44,108,8760.00
2025-06-14,20,57,6655.00
2025-06-14,16,30,4490.00
2025-06-14,18,19,2825.00
2025-06-14,46,18,2370.00
2025-06-14,4,21,1380.00
2025-06-14,19,7,1015.00
2025-06-14,7,6,715.00
2025-06-14,37,8,520.00
2025-06-14,5,4,340.00
2025-06-14,38,2,170.00
2025-06-14,6,1,115.00
2025-06-13,1,1400,91405.00
2025-06-13,2,406,34790.00
2025-06-13,15,122,14855.00
2025-06-13,17,103,12045.00
2025-06-13,45,113,11575.00
2025-06-13,3,87,10280.00
2025-06-13,44,113,9240.00
2025-06-13,20,55,6475.00
2025-06-13,18,26,3875.00
2025-06-13,46,22,2980.00
2025-06-13,16,15,2210.00
2025-06-13,7,14,1610.00
2025-06-13,19,6,905.00
2025-06-13,37,13,845.00
2025-06-13,38,8,680.00
2025-06-13,5,7,595.00
2025-06-13,4,5,325.00
2025-06-13,8,1,145.00
2025-06-13,6,1,115.00
2025-06-13,39,1,115.00
2025-06-12,1,1266,83220.00
2025-06-12,2,449,38665.00
2025-06-12,17,127,14955.00
2025-06-12,15,118,14070.00
2025-06-12,45,122,12675.00
2025-06-12,44,118,9620.00
2025-06-12,3,66,7740.00
2025-06-12,16,41,6295.00
2025-06-12,20,49,5685.00
2025-06-12,18,28,4095.00
2025-06-12,46,25,3460.00
2025-06-12,19,11,1630.00
2025-06-12,7,9,1085.00
2025-06-12,37,11,715.00
2025-06-12,4,10,650.00
2025-06-12,6,3,370.00
2025-06-12,5,4,340.00
2025-06-12,39,2,230.00
2025-06-12,8,1,180.00
2025-06-12,38,1,85.00
2025-06-11,1,1002,65685.00
2025-06-11,2,349,29905.00
2025-06-11,15,128,15170.00
2025-06-11,44,118,9520.00
2025-06-11,17,80,9375.00
2025-06-11,45,77,7750.00
2025-06-11,3,59,6835.00
2025-06-11,20,42,4855.00
2025-06-11,18,29,4310.00
2025-06-11,16,23,3475.00
2025-06-11,46,10,1330.00
2025-06-11,5,9,765.00
2025-06-11,19,4,580.00
2025-06-11,37,8,520.00
2025-06-11,7,3,370.00
2025-06-11,39,2,280.00
2025-06-11,38,2,170.00
2025-06-11,6,1,115.00
2025-06-11,4,1,65.00
2025-06-10,1,1075,70235.00
2025-06-10,2,277,23925.00
2025-06-10,17,96,11365.00
2025-06-10,15,82,9780.00
2025-06-10,44,115,9480.00
2025-06-10,45,84,8675.00
2025-06-10,3,54,6260.00
2025-06-10,20,31,3590.00
2025-06-10,46,19,2530.00
2025-06-10,18,14,2100.00
2025-06-10,37,23,1510.00
2025-06-10,16,10,1485.00
2025-06-10,7,8,920.00
2025-06-10,4,13,845.00
2025-06-10,19,5,725.00
2025-06-10,5,8,680.00
2025-06-10,38,6,510.00
2025-06-10,8,1,145.00
2025-06-09,1,1422,93240.00
2025-06-09,2,403,34575.00
2025-06-09,17,99,11560.00
2025-06-09,44,137,11100.00
2025-06-09,3,78,9120.00
2025-06-09,15,77,9105.00
2025-06-09,45,75,7675.00
2025-06-09,20,43,4995.00
2025-06-09,16,30,4525.00
2025-06-09,18,16,2425.00
2025-06-09,19,12,1775.00
2025-06-09,46,8,1070.00
2025-06-09,4,12,795.00
2025-06-09,37,11,715.00
2025-06-09,7,5,625.00
2025-06-09,5,7,595.00
2025-06-09,8,3,435.00
2025-06-09,38,4,340.00
2025-06-08,1,1334,87340.00
2025-06-08,2,451,38855.00
2025-06-08,17,114,13360.00
2025-06-08,15,91,10940.00
2025-06-08,44,125,10220.00
2025-06-08,45,92,9475.00
2025-06-08,3,77,9180.00
2025-06-08,20,40,4725.00
2025-06-08,16,27,4055.00
2025-06-08,18,25,3695.00
2025-06-08,46,22,3040.00
2025-06-08,7,10,1175.00
2025-06-08,19,6,870.00
2025-06-08,5,9,765.00
2025-06-08,4,11,730.00
2025-06-08,37,11,730.00
2025-06-08,38,6,530.00
2025-06-08,6,4,510.00
2025-06-08,8,2,325.00
2025-06-07,1,1005,65895.00
2025-06-07,2,302,25990.00
2025-06-07,17,100,11725.00
2025-06-07,15,89,10535.00
2025-06-07,44,119,9740.00
2025-06-07,45,90,9225.00
2025-06-07,3,56,6515.00
2025-06-07,20,42,4880.00
2025-06-07,16,23,3370.00
2025-06-07,18,19,2860.00
2025-06-07,46,15,1980.00
2025-06-07,19,8,1230.00
2025-06-07,7,10,1200.00
2025-06-07,4,9,585.00
2025-06-07,38,6,530.00
2025-06-07,5,6,510.00
2025-06-07,37,6,390.00
2025-06-07,8,2,325.00
2025-06-07,6,1,140.00
2025-06-07,39,1,115.00
2025-06-06,1,935,61285.00
2025-06-06,2,316,27200.00
2025-06-06,17,93,10845.00
2025-06-06,44,118,9600.00
2025-06-06,45,82,8400.00
2025-06-06,15,64,7485.00
2025-06-06,3,57,6805.00
2025-06-06,20,41,4765.00
2025-06-06,16,16,2390.00
2025-06-06,18,16,2390.00
2025-06-06,46,18,2370.00
2025-06-06,19,5,795.00
2025-06-06,4,12,780.00
2025-06-06,5,7,655.00
2025-06-06,37,9,600.00
